"filename", "language", "Properties", "Python", "PowerShell", "Batch", "XML", "C", "Markdown", "HTML", "CSS", "JavaScript", "comment", "blank", "total"
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\th.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\tk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\tr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\uk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\vi.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\zh-CN.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\zh-TW.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\select2.full.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5102, 384, 1335, 6821
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\select2\select2.full.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\xregexp\xregexp.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3138, 1271, 244, 4653
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\static\admin\js\vendor\xregexp\xregexp.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 31, 1, 161
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\404.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 6, 13
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\500.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 5, 18
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\actions.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 24
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\app_index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\app_list.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 4, 41
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\auth\user\add_form.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\auth\user\change_password.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 9, 58
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\base.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 8, 5, 126
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\base_site.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 13
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_form.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 15, 82
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_form_object_tools.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_list.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 9, 88
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_list_object_tools.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 2, 13
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\change_list_results.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\color_theme_toggle.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\date_hierarchy.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\delete_confirmation.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 5, 51
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\delete_selected_confirmation.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 5, 48
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\edit_inline\stacked.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 30
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\edit_inline\tabular.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 2, 67
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\filter.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\includes\fieldset.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 1, 35
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\includes\object_delete_summary.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 8, 51
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\invalid_setup.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\login.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 14, 69
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\nav_sidebar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\object_history.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 4, 57
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\pagination.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\popup_response.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\prepopulated_fields_js.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\search_form.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 1, 21
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\submit_line.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 18
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\clearable_file_input.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\date.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\foreign_key_raw_id.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\many_to_many_raw_id.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\radio.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\related_widget_wrapper.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 1, 42
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\split_datetime.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\time.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\admin\widgets\url.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\registration\logged_out.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 7, 15
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_change_done.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 2, 21
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_change_form.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 13, 65
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_complete.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 6, 18
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_confirm.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 10, 42
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_done.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 6, 18
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_email.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 5, 15
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templates\registration\password_reset_form.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 6, 28
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templatetags\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py", "Python", 0, 420, 0, 0, 0, 0, 0, 0, 0, 0, 53, 61, 534
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py", "Python", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 151
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templatetags\admin_urls.py", "Python", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 67
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templatetags\base.py", "Python", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 46
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\templatetags\log.py", "Python", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 70
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\tests.py", "Python", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 65, 37, 234
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\utils.py", "Python", 0, 408, 0, 0, 0, 0, 0, 0, 0, 0, 107, 72, 587
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\views\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\views\autocomplete.py", "Python", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 28, 17, 123
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\views\decorators.py", "Python", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 20
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\views\main.py", "Python", 0, 447, 0, 0, 0, 0, 0, 0, 0, 0, 96, 43, 586
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admin\widgets.py", "Python", 0, 445, 0, 0, 0, 0, 0, 0, 0, 0, 57, 94, 596
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\apps.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\middleware.py", "Python", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 34
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\bookmarklets.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 27
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 11, 35
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\missing_docutils.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 7, 23
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\model_detail.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 9, 79
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\model_index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 11, 53
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\template_detail.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 6, 28
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\template_filter_index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 11, 55
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\template_tag_index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 11, 55
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\view_detail.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 9, 34
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\templates\admin_doc\view_index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 9, 60
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\urls.py", "Python", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\utils.py", "Python", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 42, 34, 245
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\admindocs\views.py", "Python", 0, 404, 0, 0, 0, 0, 0, 0, 0, 0, 47, 48, 499
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\__init__.py", "Python", 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 53, 35, 245
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\admin.py", "Python", 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 24, 19, 231
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\apps.py", "Python", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 31
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\backends.py", "Python", 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 64, 41, 250
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\base_user.py", "Python", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 35, 30, 168
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\checks.py", "Python", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 221
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\context_processors.py", "Python", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 68
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\decorators.py", "Python", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 20, 14, 83
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\forms.py", "Python", 0, 385, 0, 0, 0, 0, 0, 0, 0, 0, 60, 66, 511
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\handlers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\handlers\modwsgi.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 44
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\hashers.py", "Python", 0, 571, 0, 0, 0, 0, 0, 0, 0, 0, 178, 136, 885
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\management\__init__.py", "Python", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 42, 24, 176
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\management\commands\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\management\commands\changepassword.py", "Python", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 82
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\management\commands\createsuperuser.py", "Python", 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 21, 21, 308
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\middleware.py", "Python", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 46, 15, 129
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py", "Python", 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 205
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 28
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 14
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py", "Python", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 77
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\mixins.py", "Python", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 136
"c:\Users\KIIT\sem1\sem202324\SEM_PROJECT\myproject\venv\Lib\site-packages\django\contrib\auth\models.py", "Python", 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 107, 87, 500
